,2015_Illapel_earthquake,2016_Taiwan_earthquake,2016_Sumatra_earthquake,2016_Afghanistan_earthquake,2016_Kumamoto_earthquakes,2016_Ecuador_earthquake,August_2016_Myanmar_earthquake,2016_Kaikoura_earthquake,2016_Aceh_earthquake,January_2017_Central_Italy_earthquakes,2017_Surigao_earthquake,2017_Leyte_earthquake,2017_Aegean_Sea_earthquake,2017_Jiuzhaigou_earthquake,2017_Ischia_earthquake,2017_Chiapas_earthquake,2017_Central_Mexico_earthquake,2017_Iran%E2%80%93Iraq_earthquake,2018_Swan_Islands_earthquake,2018_Hualien_earthquake,2018_Oaxaca_earthquake,2018_Papua_New_Guinea_earthquake,2018_Osaka_earthquake,2018_Hokkaido_Eastern_Iburi_earthquake,2018_Sulawesi_earthquake_and_tsunami,2018_Haiti_earthquake,2018_Anchorage_earthquake,2019_Luzon_earthquake,2019_Peru_earthquake,2019_Albania_earthquake,2019_Davao_del_Sur_earthquake,2020_Elaz%C4%B1%C4%9F_earthquake,2020_Caribbean_earthquake,2020_Oaxaca_earthquake
0,,702,1557,1175,2259,,1406,,,2452,,,,1344,42,46263,,,3291,,,550,,,,2535,7626,3024,817,4061,291,187,,2845
1,8301.0,3862,2191,1026,37600,32614.0,2617,10244.0,13502.0,6348,189.0,782.0,1721.0,4038,1345,34771,31257.0,11189.0,1018,3788.0,2390.0,2270,10756.0,12530.0,,1543,11029,5958,1873,25288,1826,7769,14694.0,3833
2,30630.0,593,777,372,25604,39581.0,1323,31827.0,12015.0,3667,2711.0,934.0,1546.0,7242,977,21791,49325.0,27491.0,387,19038.0,1947.0,1368,4565.0,15513.0,16455.0,1459,4505,12038,1462,31954,1171,15103,5849.0,1444
3,17082.0,2420,399,343,25125,29482.0,812,22555.0,7187.0,3684,3544.0,985.0,1314.0,17163,453,15682,32209.0,15159.0,257,12609.0,1564.0,18821,2190.0,7964.0,23954.0,872,4270,12282,940,25123,856,9567,2678.0,761
4,14704.0,8950,357,341,20537,18708.0,781,18205.0,4953.0,3283,2366.0,1620.0,844.0,9320,251,11562,25620.0,9927.0,356,7014.0,901.0,12744,1704.0,8150.0,17273.0,820,2638,9513,704,17874,509,6643,800.0,509
5,14247.0,7674,446,230,12923,15782.0,612,14569.0,3851.0,3463,2236.0,1393.0,497.0,4860,180,10485,23983.0,7610.0,289,6109.0,516.0,10018,1259.0,8866.0,19129.0,519,1874,7558,479,15161,429,5462,668.0,338
6,10414.0,7037,323,248,11556,14162.0,543,10992.0,852.0,3299,1944.0,1190.0,291.0,5004,136,7979,23192.0,6123.0,152,5606.0,384.0,6398,1115.0,6398.0,14073.0,447,1450,7008,304,12415,962,4745,589.0,251
7,5539.0,6330,236,410,9921,9809.0,297,10529.0,749.0,1187,1152.0,980.0,236.0,1892,163,6696,17657.0,6163.0,110,4267.0,300.0,4340,748.0,5550.0,6911.0,464,1332,7888,403,10828,349,1738,433.0,156
8,1757.0,5587,205,253,6765,10804.0,326,11457.0,575.0,883,779.0,722.0,187.0,592,160,3236,16484.0,5480.0,82,905.0,194.0,3938,789.0,5261.0,6018.0,369,881,4305,168,7984,221,435,261.0,168
9,963.0,4857,153,249,5776,10099.0,307,11879.0,449.0,586,1177.0,510.0,116.0,461,120,1516,14999.0,1263.0,98,641.0,230.0,3950,719.0,4627.0,6837.0,263,782,3595,174,7016,167,402,475.0,159
10,606.0,5326,117,246,5472,6869.0,456,8983.0,343.0,390,1343.0,789.0,125.0,316,77,1431,11929.0,587.0,72,565.0,243.0,3258,513.0,3835.0,7493.0,222,956,3304,110,2520,106,330,340.0,174
11,643.0,2100,120,120,4036,5879.0,364,7391.0,270.0,499,1085.0,813.0,103.0,296,76,8113,8987.0,335.0,87,519.0,153.0,826,5704.0,3252.0,6982.0,205,742,3853,117,2148,145,359,213.0,116
12,769.0,1549,120,77,3002,5200.0,291,5973.0,239.0,621,880.0,651.0,89.0,253,51,15174,9513.0,249.0,64,358.0,201.0,699,1626.0,726.0,5415.0,197,800,2420,118,2116,152,298,238.0,98
13,798.0,1484,168,96,2864,3909.0,230,5521.0,218.0,465,1123.0,496.0,77.0,286,57,5717,7686.0,360.0,251,545.0,158.0,444,2237.0,495.0,5313.0,134,603,1720,98,1855,103,282,275.0,99
14,608.0,1137,102,98,2219,2297.0,191,6462.0,174.0,365,771.0,373.0,60.0,287,64,3334,6208.0,331.0,151,394.0,101.0,339,802.0,406.0,3864.0,182,525,611,134,1384,113,198,254.0,141
15,531.0,833,87,83,1511,2633.0,177,7541.0,193.0,356,493.0,296.0,60.0,237,88,2520,5486.0,360.0,77,520.0,90.0,436,725.0,367.0,2914.0,191,414,485,164,1088,107,295,217.0,92
16,507.0,1161,79,66,1769,3444.0,154,6072.0,142.0,335,539.0,201.0,57.0,166,67,2082,4744.0,293.0,63,423.0,103.0,672,463.0,285.0,3129.0,145,422,456,123,905,77,229,180.0,86
17,429.0,1715,66,76,2280,3330.0,130,2643.0,88.0,334,530.0,211.0,56.0,150,67,1591,3819.0,315.0,59,306.0,108.0,496,345.0,193.0,3269.0,136,543,369,133,815,79,286,138.0,89
18,475.0,1319,98,85,2114,2737.0,171,1985.0,102.0,279,401.0,260.0,76.0,147,196,1236,2204.0,234.0,62,209.0,96.0,421,335.0,234.0,3476.0,141,445,326,90,730,95,198,134.0,62
19,599.0,994,89,53,1779,2319.0,148,1424.0,122.0,300,401.0,241.0,123.0,157,112,969,2970.0,265.0,50,322.0,96.0,445,297.0,271.0,3165.0,132,427,235,70,1192,86,195,139.0,84
20,624.0,759,75,74,1804,1805.0,174,965.0,123.0,305,368.0,210.0,72.0,145,94,968,3801.0,188.0,64,323.0,84.0,327,534.0,270.0,2613.0,102,377,219,79,902,138,174,165.0,72
21,630.0,608,88,60,1331,1059.0,99,1592.0,97.0,216,231.0,111.0,73.0,117,99,925,4035.0,490.0,66,278.0,93.0,286,658.0,218.0,2241.0,131,241,264,88,925,135,148,148.0,61
22,521.0,547,79,51,913,1479.0,122,1816.0,98.0,235,209.0,91.0,69.0,134,81,751,3407.0,231.0,69,271.0,41.0,370,834.0,204.0,1692.0,110,227,261,105,929,217,123,148.0,61
23,374.0,573,55,35,1216,1736.0,120,1487.0,97.0,214,766.0,83.0,34.0,105,54,773,3279.0,163.0,41,284.0,55.0,373,562.0,258.0,2205.0,88,304,248,169,1348,222,129,153.0,88
24,303.0,747,36,59,1617,2061.0,54,1644.0,90.0,186,547.0,104.0,59.0,77,72,752,2657.0,120.0,36,203.0,91.0,310,431.0,344.0,2283.0,94,333,239,120,842,142,170,111.0,83
25,376.0,712,56,64,1952,1650.0,98,1536.0,79.0,231,394.0,115.0,79.0,104,58,653,1619.0,151.0,40,179.0,69.0,328,372.0,392.0,2251.0,115,242,201,90,700,172,133,130.0,68
26,507.0,858,67,61,1933,1590.0,65,1144.0,54.0,237,349.0,153.0,49.0,89,32,593,2011.0,136.0,42,209.0,59.0,265,250.0,396.0,2102.0,95,332,153,97,867,130,144,132.0,76
27,407.0,763,64,30,1713,1264.0,76,830.0,114.0,207,279.0,123.0,39.0,101,44,562,2818.0,145.0,54,211.0,50.0,316,218.0,389.0,2033.0,122,569,160,90,682,114,144,162.0,73
28,370.0,519,73,54,1508,1247.0,71,1006.0,72.0,250,240.0,107.0,43.0,110,42,433,2486.0,135.0,106,262.0,67.0,364,222.0,400.0,1533.0,126,361,193,127,539,153,94,220.0,123
29,423.0,458,93,67,1129,1370.0,60,1250.0,106.0,239,197.0,99.0,37.0,115,63,394,2527.0,153.0,128,196.0,43.0,480,235.0,310.0,1313.0,144,288,195,113,643,196,89,122.0,137
30,292.0,581,66,46,1411,1793.0,43,947.0,101.0,220,240.0,134.0,15.0,147,173,456,2539.0,214.0,94,168.0,59.0,484,210.0,374.0,1595.0,183,229,187,70,630,145,292,134.0,108
31,257.0,617,57,72,2065,1594.0,30,866.0,72.0,152,264.0,138.0,20.0,217,122,596,2116.0,192.0,51,150.0,80.0,261,255.0,204.0,2014.0,187,327,168,94,550,166,191,86.0,80
32,334.0,487,50,56,1648,2971.0,47,856.0,124.0,177,316.0,127.0,29.0,177,79,574,1091.0,142.0,49,137.0,63.0,383,175.0,234.0,1800.0,211,445,189,82,483,111,166,121.0,49
33,394.0,508,89,53,1449,2254.0,47,656.0,123.0,259,225.0,153.0,67.0,128,62,534,1332.0,140.0,46,125.0,66.0,437,132.0,247.0,1533.0,187,344,152,79,466,102,136,159.0,59
34,369.0,426,98,34,1278,1206.0,54,569.0,129.0,324,205.0,129.0,30.0,175,75,528,2050.0,128.0,44,168.0,52.0,218,110.0,267.0,1652.0,117,294,185,59,473,79,119,188.0,57
35,384.0,335,73,39,891,784.0,38,616.0,128.0,237,93.0,126.0,22.0,124,53,414,1913.0,102.0,37,150.0,59.0,201,205.0,198.0,1352.0,143,283,175,94,408,105,91,118.0,41
36,365.0,294,102,47,777,961.0,44,722.0,114.0,229,109.0,169.0,26.0,103,44,315,1794.0,114.0,34,173.0,45.0,308,213.0,251.0,935.0,184,277,185,65,665,180,104,123.0,61
37,311.0,307,57,56,848,1176.0,29,664.0,71.0,213,126.0,112.0,24.0,87,35,346,1693.0,112.0,38,156.0,31.0,284,259.0,170.0,1196.0,211,226,171,56,510,138,168,134.0,55
38,209.0,363,32,60,1106,1216.0,41,608.0,64.0,136,195.0,127.0,39.0,93,42,520,1352.0,131.0,99,137.0,71.0,277,260.0,141.0,1434.0,277,217,142,63,443,154,158,113.0,41
39,263.0,425,66,52,1119,1263.0,35,589.0,51.0,235,143.0,133.0,50.0,69,41,444,1051.0,152.0,58,73.0,64.0,278,292.0,162.0,1427.0,231,264,135,219,412,127,125,63.0,40
40,705.0,315,50,42,1135,1055.0,29,446.0,62.0,243,143.0,147.0,40.0,82,27,359,2138.0,136.0,32,154.0,54.0,265,212.0,212.0,1531.0,157,331,160,220,475,75,111,129.0,29
41,626.0,296,49,22,932,950.0,37,458.0,95.0,237,117.0,116.0,49.0,127,27,358,2014.0,86.0,35,116.0,65.0,331,173.0,197.0,1290.0,102,337,125,827,559,69,88,108.0,41
42,555.0,258,61,51,857,643.0,41,426.0,142.0,243,73.0,127.0,33.0,119,31,338,1847.0,101.0,36,177.0,72.0,281,258.0,196.0,912.0,145,306,200,315,654,121,72,79.0,55
43,380.0,173,172,45,752,580.0,37,545.0,68.0,197,55.0,45.0,44.0,560,32,208,1913.0,158.0,30,134.0,30.0,334,206.0,189.0,754.0,203,215,219,233,577,134,56,89.0,61
44,259.0,225,131,26,839,1033.0,25,523.0,50.0,146,80.0,53.0,40.0,226,50,195,1872.0,142.0,26,147.0,50.0,422,225.0,153.0,1047.0,160,501,339,168,589,133,90,61.0,51
45,230.0,329,231,40,999,953.0,19,563.0,63.0,149,97.0,52.0,33.0,160,27,341,1501.0,165.0,25,117.0,56.0,343,208.0,114.0,1176.0,156,337,275,120,532,103,79,83.0,53
46,286.0,305,417,49,1053,837.0,31,674.0,37.0,167,68.0,115.0,34.0,216,35,449,942.0,119.0,33,101.0,60.0,296,173.0,133.0,1192.0,181,288,192,77,426,84,70,63.0,37
47,338.0,908,448,41,982,805.0,343,420.0,66.0,229,76.0,103.0,38.0,106,25,355,1359.0,101.0,49,86.0,57.0,331,156.0,153.0,1177.0,157,277,126,114,489,143,72,74.0,60
48,338.0,315,293,53,1009,750.0,34,336.0,51.0,237,86.0,199.0,41.0,127,32,267,1980.0,225.0,34,142.0,71.0,196,130.0,175.0,1238.0,103,323,150,88,521,100,75,156.0,52
49,354.0,220,269,35,864,610.0,62,398.0,52.0,256,79.0,150.0,52.0,93,30,251,1798.0,157.0,72,139.0,72.0,166,228.0,134.0,982.0,139,261,192,85,517,100,68,84.0,49
50,335.0,121,221,70,661,695.0,53,508.0,65.0,251,50.0,77.0,146.0,82,44,202,1716.0,119.0,68,117.0,45.0,213,280.0,142.0,736.0,168,151,133,98,525,109,39,105.0,59
51,298.0,175,152,68,777,823.0,38,599.0,50.0,145,78.0,57.0,60.0,88,31,324,1779.0,109.0,52,158.0,48.0,208,198.0,134.0,1032.0,203,206,187,118,395,115,92,134.0,56
52,391.0,204,149,66,1020,776.0,30,544.0,28.0,165,106.0,72.0,66.0,80,24,329,1279.0,125.0,32,112.0,55.0,200,201.0,106.0,1139.0,209,217,182,97,364,102,105,90.0,33
53,358.0,227,220,51,1043,772.0,30,598.0,26.0,213,268.0,101.0,60.0,72,20,339,841.0,148.0,39,77.0,75.0,159,171.0,135.0,1021.0,172,204,143,66,256,143,45,92.0,39
54,396.0,222,171,42,879,826.0,24,476.0,52.0,217,360.0,86.0,55.0,63,30,332,1571.0,142.0,41,83.0,85.0,189,129.0,173.0,1190.0,272,316,99,124,393,93,49,211.0,34
55,372.0,216,272,49,939,692.0,44,405.0,40.0,155,143.0,95.0,35.0,74,28,344,3279.0,151.0,33,112.0,60.0,144,131.0,163.0,917.0,200,282,147,90,413,77,87,182.0,40
56,452.0,201,133,62,882,452.0,28,435.0,47.0,181,87.0,82.0,46.0,59,38,309,2571.0,221.0,35,100.0,65.0,151,112.0,156.0,763.0,184,175,178,95,348,115,50,114.0,59
57,383.0,178,175,64,602,558.0,40,507.0,65.0,166,488.0,59.0,82.0,69,37,202,1857.0,192.0,26,109.0,36.0,238,146.0,138.0,613.0,222,132,222,93,436,112,51,192.0,38
58,308.0,211,82,53,731,823.0,21,507.0,65.0,119,298.0,104.0,24.0,47,24,302,1661.0,160.0,22,96.0,35.0,263,182.0,140.0,884.0,202,154,196,83,364,70,165,133.0,36
59,297.0,279,50,45,723,724.0,21,687.0,48.0,103,266.0,120.0,30.0,68,16,341,1308.0,189.0,18,89.0,61.0,251,155.0,89.0,973.0,171,200,178,113,689,110,109,79.0,34
60,343.0,266,84,56,829,696.0,23,550.0,40.0,135,170.0,155.0,34.0,53,23,322,799.0,285.0,16,84.0,65.0,249,151.0,131.0,1116.0,165,204,105,82,1011,85,91,64.0,26
61,329.0,356,123,49,796,631.0,32,441.0,52.0,140,177.0,178.0,47.0,66,16,282,1300.0,196.0,21,131.0,60.0,135,121.0,170.0,1212.0,109,218,138,71,592,35,82,67.0,35
62,338.0,380,120,71,850,523.0,30,325.0,65.0,170,95.0,128.0,170.0,74,21,286,1541.0,150.0,17,190.0,50.0,100,131.0,188.0,1079.0,73,198,149,58,870,50,71,99.0,44
63,353.0,290,99,69,636,473.0,47,468.0,59.0,175,91.0,137.0,64.0,87,25,262,1488.0,228.0,32,171.0,79.0,150,168.0,128.0,1077.0,97,180,179,72,1656,53,87,126.0,41
64,310.0,142,60,64,542,498.0,39,502.0,54.0,156,61.0,98.0,53.0,59,19,173,1310.0,224.0,25,156.0,28.0,136,168.0,150.0,886.0,158,136,157,75,846,85,48,139.0,32
65,185.0,200,49,63,617,618.0,23,504.0,64.0,153,53.0,95.0,37.0,62,21,297,1058.0,141.0,12,116.0,33.0,150,146.0,116.0,946.0,131,137,134,78,509,77,53,123.0,38
66,254.0,365,48,48,750,725.0,31,503.0,52.0,89,96.0,131.0,56.0,57,28,821,793.0,208.0,15,162.0,85.0,150,165.0,103.0,1186.0,161,185,102,56,528,68,66,74.0,35
67,221.0,236,56,40,830,653.0,40,564.0,46.0,123,82.0,152.0,51.0,32,10,663,703.0,167.0,11,91.0,92.0,148,183.0,114.0,1006.0,163,215,118,78,340,86,54,78.0,24
68,255.0,299,70,40,705,629.0,47,357.0,75.0,191,92.0,129.0,55.0,63,14,446,906.0,127.0,23,83.0,87.0,141,126.0,142.0,1211.0,174,236,88,109,376,59,92,95.0,25
69,280.0,470,69,53,768,504.0,39,242.0,71.0,147,60.0,115.0,39.0,67,12,331,1463.0,128.0,20,90.0,59.0,155,90.0,151.0,974.0,76,630,163,83,340,30,39,113.0,25
70,306.0,599,54,98,597,440.0,44,464.0,41.0,189,56.0,118.0,20.0,65,16,304,1563.0,146.0,7,107.0,57.0,152,139.0,161.0,802.0,88,681,117,84,388,39,59,138.0,32
71,252.0,640,72,75,470,462.0,46,439.0,57.0,159,55.0,57.0,36.0,65,15,231,1461.0,182.0,23,103.0,34.0,185,139.0,161.0,537.0,111,292,137,106,338,51,36,77.0,31
72,174.0,860,73,66,659,503.0,28,441.0,92.0,132,94.0,71.0,21.0,64,10,269,1449.0,204.0,13,125.0,30.0,223,219.0,99.0,684.0,126,254,135,73,328,55,53,90.0,31
73,186.0,760,47,47,771,498.0,35,413.0,60.0,133,57.0,111.0,29.0,44,13,357,1115.0,185.0,11,129.0,47.0,184,143.0,87.0,870.0,111,305,193,76,271,66,85,80.0,34
74,223.0,701,57,68,692,496.0,45,367.0,41.0,203,82.0,110.0,16.0,64,17,289,692.0,151.0,7,61.0,70.0,166,144.0,92.0,1073.0,76,291,161,67,225,61,101,75.0,49
75,335.0,508,77,50,673,477.0,46,320.0,45.0,315,78.0,132.0,31.0,61,10,279,810.0,146.0,22,79.0,56.0,123,110.0,112.0,1150.0,37,208,335,55,273,30,144,62.0,41
76,365.0,424,69,43,584,464.0,44,215.0,43.0,303,62.0,137.0,27.0,57,16,205,1373.0,101.0,21,118.0,42.0,69,106.0,111.0,798.0,32,187,239,59,293,40,109,63.0,53
77,324.0,285,66,50,510,353.0,27,299.0,59.0,364,145.0,115.0,27.0,37,14,182,1280.0,120.0,29,151.0,63.0,99,133.0,105.0,716.0,76,181,240,61,244,32,60,60.0,50
78,306.0,206,73,61,430,427.0,32,354.0,56.0,232,160.0,76.0,25.0,51,18,191,1243.0,155.0,15,106.0,52.0,145,127.0,94.0,532.0,51,144,233,84,212,67,56,70.0,61
79,228.0,223,42,56,577,472.0,36,361.0,45.0,123,73.0,90.0,25.0,57,17,163,1397.0,147.0,19,121.0,63.0,156,267.0,96.0,634.0,44,164,185,92,242,73,50,97.0,67
80,182.0,343,38,72,591,398.0,32,579.0,34.0,114,88.0,109.0,31.0,50,12,269,1096.0,150.0,19,61.0,61.0,173,508.0,79.0,775.0,52,230,181,73,250,68,47,81.0,36
81,195.0,347,46,54,548,464.0,37,460.0,24.0,123,89.0,127.0,14.0,55,7,299,668.0,122.0,24,67.0,94.0,134,1436.0,110.0,809.0,50,183,129,75,215,59,43,76.0,36
82,236.0,998,75,49,449,369.0,35,291.0,36.0,122,62.0,109.0,18.0,47,14,319,754.0,123.0,18,84.0,105.0,98,868.0,130.0,714.0,38,176,108,65,222,30,44,78.0,55
83,255.0,762,87,47,489,374.0,46,251.0,52.0,122,49.0,84.0,25.0,78,29,324,1236.0,110.0,31,71.0,51.0,91,548.0,162.0,626.0,48,192,148,73,478,45,60,87.0,61
84,224.0,322,56,46,357,243.0,45,313.0,30.0,129,46.0,69.0,28.0,58,81,295,1124.0,133.0,24,106.0,55.0,89,568.0,151.0,454.0,41,162,159,74,449,33,46,120.0,51
85,246.0,230,42,52,297,340.0,46,401.0,31.0,125,27.0,57.0,32.0,102,42,146,1088.0,113.0,24,137.0,43.0,147,519.0,124.0,457.0,43,128,246,101,231,60,42,96.0,48
86,218.0,175,59,32,403,1165.0,26,430.0,34.0,119,34.0,59.0,12.0,83,46,201,1042.0,134.0,23,85.0,35.0,135,353.0,144.0,15018.0,39,173,141,63,225,63,50,80.0,42
87,169.0,260,39,33,436,464.0,29,441.0,49.0,81,34.0,58.0,24.0,51,20,287,796.0,200.0,14,70.0,67.0,185,355.0,149.0,14113.0,42,190,135,50,209,53,47,69.0,40
88,187.0,305,37,40,460,445.0,51,394.0,25.0,101,52.0,54.0,21.0,82,25,252,470.0,168.0,16,76.0,48.0,156,363.0,146.0,8604.0,44,185,97,56,150,42,38,83.0,70
89,262.0,249,71,46,451,417.0,43,338.0,34.0,134,60.0,82.0,17.0,62,31,277,502.0,141.0,32,86.0,69.0,120,288.0,213.0,9174.0,32,177,119,64,205,42,54,106.0,69
90,277.0,247,80,19,434,364.0,50,278.0,42.0,150,60.0,55.0,19.0,66,26,390,805.0,95.0,28,76.0,67.0,98,223.0,164.0,6556.0,39,179,115,52,185,30,55,100.0,59
91,237.0,181,70,18,365,264.0,37,432.0,34.0,135,45.0,37.0,13.0,68,30,268,735.0,107.0,27,77.0,65.0,99,276.0,168.0,3907.0,39,160,148,60,185,38,51,128.0,59
92,315.0,125,271,36,393,320.0,64,493.0,35.0,144,36.0,41.0,18.0,29,13,199,681.0,111.0,27,102.0,19.0,133,271.0,132.0,2832.0,71,100,238,54,220,27,47,130.0,64
93,196.0,193,101,45,544,375.0,41,467.0,42.0,101,23.0,54.0,18.0,42,19,161,674.0,102.0,15,85.0,35.0,146,261.0,136.0,2295.0,66,129,279,82,234,48,41,72.0,41
94,98.0,231,49,33,458,380.0,39,452.0,40.0,92,42.0,47.0,13.0,40,22,260,445.0,100.0,55,72.0,93.0,131,149.0,107.0,1864.0,87,165,223,86,180,35,58,87.0,43
95,136.0,214,71,42,546,409.0,39,388.0,40.0,144,48.0,54.0,26.0,30,11,266,345.0,112.0,42,50.0,62.0,110,140.0,130.0,1538.0,81,152,153,101,184,26,71,123.0,42
96,113.0,202,94,27,540,334.0,67,332.0,38.0,144,52.0,67.0,29.0,55,14,263,359.0,97.0,60,57.0,63.0,109,97.0,156.0,1797.0,74,166,499,70,199,17,104,109.0,36
97,117.0,1525,79,22,474,284.0,110,252.0,61.0,154,42.0,77.0,21.0,117,16,222,609.0,155.0,40,65.0,61.0,103,89.0,145.0,1747.0,46,161,339,58,182,15,57,100.0,39
98,89.0,508,81,46,362,175.0,116,328.0,64.0,120,26.0,49.0,22.0,88,13,223,591.0,136.0,35,68.0,40.0,91,103.0,157.0,1379.0,53,158,262,80,200,31,79,96.0,45
99,83.0,261,104,28,250,225.0,114,407.0,41.0,120,27.0,38.0,18.0,74,12,153,719.0,113.0,14,84.0,29.0,140,139.0,167.0,1041.0,61,166,216,97,169,19,62,104.0,27
100,104.0,251,67,38,337,211.0,52,421.0,42.0,111,24.0,40.0,14.0,60,29,166,515.0,153.0,23,78.0,28.0,200,173.0,145.0,1422.0,46,123,205,86,167,21,68,109.0,32
101,129.0,302,46,29,403,300.0,29,489.0,45.0,91,26.0,43.0,24.0,66,12,178,540.0,128.0,14,48.0,41.0,282,138.0,107.0,1402.0,59,168,185,102,143,21,82,63.0,39
102,135.0,258,53,28,405,255.0,46,580.0,44.0,91,22.0,67.0,21.0,91,32,166,490.0,92.0,8,41.0,55.0,171,117.0,127.0,1216.0,66,160,163,94,136,80,59,60.0,28
103,111.0,267,68,37,397,246.0,33,271.0,47.0,152,25.0,42.0,16.0,66,15,158,483.0,89.0,21,57.0,38.0,76,131.0,136.0,1132.0,44,164,148,94,149,27,44,46.0,31
104,146.0,212,68,19,389,216.0,42,283.0,48.0,132,48.0,51.0,15.0,93,71,156,500.0,68.0,28,54.0,46.0,97,146.0,157.0,1097.0,35,159,183,83,177,13,110,72.0,40
105,263.0,173,71,19,381,196.0,37,351.0,43.0,104,54.0,48.0,19.0,71,141,111,686.0,106.0,34,56.0,43.0,86,191.0,124.0,880.0,43,124,180,147,183,12,56,86.0,46
106,158.0,152,57,19,322,185.0,58,439.0,63.0,137,27.0,37.0,21.0,65,63,109,701.0,114.0,13,78.0,36.0,119,215.0,124.0,658.0,53,109,171,126,148,26,43,81.0,46
107,117.0,261,44,25,302,275.0,40,480.0,57.0,90,24.0,32.0,12.0,42,54,114,1016.0,127.0,5,489.0,32.0,110,219.0,131.0,791.0,69,103,149,150,143,19,40,90.0,48
108,122.0,198,45,26,448,239.0,31,534.0,26.0,89,29.0,43.0,16.0,61,34,126,779.0,165.0,13,188.0,62.0,130,192.0,88.0,805.0,70,174,159,185,102,23,59,117.0,36
109,126.0,205,52,27,391,320.0,31,463.0,15.0,122,31.0,41.0,21.0,54,25,178,493.0,126.0,11,42.0,65.0,138,170.0,123.0,861.0,56,143,104,147,133,16,44,70.0,29
110,241.0,191,84,20,370,228.0,47,343.0,46.0,134,44.0,27.0,17.0,51,20,205,563.0,96.0,20,52.0,58.0,100,156.0,86.0,850.0,46,160,76,96,123,13,57,62.0,29
111,203.0,169,73,14,346,188.0,27,203.0,31.0,122,28.0,40.0,26.0,38,23,135,848.0,66.0,24,73.0,56.0,79,131.0,96.0,897.0,29,167,105,67,131,23,57,81.0,50
112,203.0,167,60,22,330,198.0,34,331.0,27.0,125,29.0,34.0,10.0,56,14,143,899.0,94.0,15,68.0,39.0,95,141.0,107.0,638.0,42,165,155,103,162,35,73,73.0,39
113,227.0,122,64,28,220,222.0,27,487.0,30.0,165,34.0,38.0,28.0,73,23,143,1471.0,143.0,9,78.0,49.0,154,137.0,121.0,549.0,59,150,196,158,181,20,46,74.0,19
114,173.0,135,54,16,267,227.0,26,503.0,41.0,130,33.0,20.0,18.0,45,19,137,938.0,107.0,12,146.0,43.0,136,160.0,113.0,686.0,42,98,192,113,189,14,46,71.0,38
115,121.0,182,37,27,292,486.0,16,494.0,20.0,91,31.0,20.0,22.0,44,31,118,779.0,127.0,25,165.0,60.0,109,172.0,122.0,702.0,48,177,198,110,137,20,32,66.0,100
116,147.0,1149,48,22,384,287.0,34,398.0,17.0,112,43.0,38.0,106.0,37,18,149,498.0,100.0,31,130.0,47.0,111,135.0,196.0,767.0,39,165,129,112,238,22,33,78.0,31
117,218.0,457,53,19,351,287.0,33,485.0,21.0,136,78.0,31.0,58.0,36,12,148,565.0,84.0,29,115.0,40.0,73,98.0,121.0,714.0,32,154,102,77,2218,37,43,56.0,52
118,233.0,238,50,13,273,235.0,27,267.0,29.0,105,61.0,29.0,58.0,28,21,269,816.0,49.0,25,149.0,49.0,73,88.0,122.0,694.0,36,217,209,76,829,34,50,75.0,70
119,214.0,215,46,15,263,238.0,36,347.0,46.0,145,33.0,24.0,33.0,45,24,199,930.0,64.0,29,132.0,35.0,88,147.0,127.0,624.0,39,157,259,122,627,16,40,96.0,75
120,187.0,104,82,30,232,367.0,45,373.0,28.0,124,25.0,21.0,46.0,55,19,128,902.0,109.0,37,124.0,23.0,88,156.0,135.0,451.0,70,124,177,125,373,25,39,79.0,43
121,177.0,125,30,12,261,332.0,38,448.0,18.0,84,23.0,25.0,26.0,42,9,139,913.0,85.0,14,79.0,66.0,96,131.0,101.0,562.0,70,87,220,182,345,13,51,60.0,43
122,101.0,158,29,21,307,304.0,35,418.0,20.0,127,52.0,30.0,36.0,28,15,207,761.0,113.0,13,75.0,85.0,79,103.0,86.0,641.0,48,114,236,152,302,19,43,84.0,24
123,119.0,139,38,24,329,272.0,16,353.0,20.0,112,48.0,77.0,33.0,29,9,231,457.0,108.0,17,59.0,55.0,96,175.0,195.0,570.0,51,170,105,198,275,20,62,43.0,40
124,183.0,124,53,20,313,261.0,46,266.0,17.0,109,63.0,76.0,23.0,34,11,342,595.0,53.0,13,73.0,49.0,77,90.0,142.0,622.0,41,164,114,165,284,17,46,50.0,21
125,207.0,127,34,16,288,241.0,39,256.0,37.0,124,61.0,56.0,22.0,52,11,298,840.0,40.0,21,98.0,53.0,76,100.0,137.0,593.0,40,137,120,84,252,12,39,79.0,44
126,247.0,143,49,15,299,179.0,54,297.0,30.0,91,30.0,38.0,15.0,41,4,217,1019.0,64.0,16,69.0,29.0,74,122.0,93.0,587.0,31,125,238,138,304,11,49,60.0,32
127,222.0,95,50,29,296,252.0,60,432.0,21.0,112,42.0,33.0,16.0,34,12,139,818.0,78.0,20,60.0,30.0,77,141.0,104.0,467.0,48,71,207,158,264,23,31,87.0,30
128,156.0,148,26,22,272,301.0,35,400.0,24.0,98,51.0,24.0,19.0,38,3,169,777.0,97.0,23,51.0,29.0,85,136.0,124.0,542.0,51,110,207,167,256,15,32,104.0,42
129,94.0,143,16,21,408,314.0,38,395.0,13.0,68,60.0,46.0,13.0,22,18,207,637.0,85.0,8,57.0,41.0,78,103.0,90.0,615.0,50,154,174,141,230,27,34,78.0,135
