,2015_Bangkok_bombing,2015_Chattanooga_shootings,Umpqua_Community_College_shooting,June_2016_Tel_Aviv_shooting,2016_shooting_of_Almaty_police_officers,Botroseya_Church_bombing,August_2016_Gaziantep_bombing,July_2016_Kabul_bombing,Orlando_nightclub_shooting,Sagamihara_stabbings,Al-Faqma_ice_cream_parlor_bombing,Manchester_Arena_bombing,2017_Nasiriyah_attacks,2017_Peshawar_Agriculture_Directorate_attack,Quebec_City_mosque_shooting,2017_Quetta_church_attack,2017_Sinai_mosque_attack,Sutherland_Springs_church_shooting,2017_Tehran_attacks,Ahvaz_military_parade_attack,Campinas_Cathedral_shooting,Carcassonne_and_Tr%C3%A8bes_attack,2018_Minya_bus_attack,2018_M%C3%BCnster_attack,2018_Ouagadougou_attacks,2018_Strasbourg_attack,Thousand_Oaks_shooting,Toronto_van_attack,2019_Altamira_prison_riot,"Aurora,_Illinois_shooting",2019_Dayton_shooting,2019_Jolo_Cathedral_bombings,17_August_2019_Kabul_bombing,Paris_police_headquarters_stabbing,2019_Sri_Lanka_Easter_bombings,Kabul_gurdwara_attack,Pakistan_Stock_Exchange_attack
253,214,508,286,30,9,19.0,19,36,76,80,13,2178,20,13,302.0,6,67.0,707,122,33.0,6,30,18,44.0,16.0,70.0,507.0,544.0,17.0,61.0,1073,99,15.0,31,1248,21,13
254,208,351,333,15,6,18.0,11,36,55,96,10,1571,11,21,224.0,13,57.0,746,83,40.0,2,54,17,52.0,14.0,79.0,462.0,818.0,13.0,146.0,896,107,19.0,35,1189,21,26
255,197,358,2252,23,7,18.0,9,33,44,118,13,1432,15,10,273.0,7,69.0,714,103,22.0,3,60,17,41.0,21.0,54.0,496.0,625.0,15.0,125.0,876,112,34.0,25,1007,22,30
256,200,529,3467,33,8,21.0,17,39,66,93,13,1539,15,15,210.0,12,89.0,684,94,24.0,5,70,21,97.0,17.0,63.0,461.0,531.0,18.0,103.0,772,157,23.0,33,1096,21,17
257,185,503,3496,37,2,17.0,13,38,48,73,10,1250,13,9,182.0,8,48.0,609,83,26.0,10,48,14,57.0,10.0,58.0,668.0,425.0,17.0,98.0,761,147,24.0,28,1280,29,24
258,170,452,3060,42,5,14.0,6,36,48,136,12,1445,17,9,163.0,10,52.0,547,112,45.0,7,48,26,36.0,9.0,64.0,571.0,594.0,21.0,72.0,825,81,6.0,28,1074,38,5
259,190,374,2186,41,12,15.0,9,32,44,159,18,1591,16,6,201.0,10,59.0,626,93,33.0,10,49,32,34.0,24.0,69.0,510.0,509.0,13.0,80.0,916,105,5.0,20,1048,25,6
260,158,252,1474,27,17,28.0,24,34,72,118,19,1541,12,12,238.0,10,47.0,762,89,29.0,7,55,11,31.0,13.0,45.0,452.0,540.0,8.0,71.0,792,116,18.0,16,1129,33,15
261,172,211,991,31,13,15.0,11,37,59,128,19,1480,10,13,202.0,10,65.0,730,74,25.0,10,68,25,28.0,12.0,61.0,507.0,741.0,12.0,64.0,684,108,11.0,19,1140,21,10
262,217,196,929,34,9,24.0,10,30,61,103,24,1424,11,11,306.0,9,70.0,678,85,30.0,8,52,25,22.0,10.0,50.0,627.0,734.0,18.0,69.0,734,118,15.0,60,1185,25,10
263,139,241,857,26,15,23.0,21,41,95,113,16,1380,20,15,352.0,9,66.0,564,112,34.0,6,171,23,24.0,16.0,84.0,710.0,608.0,22.0,97.0,585,118,13.0,50,1092,32,13
264,133,249,897,39,13,24.0,16,55,89,91,14,1265,13,6,242.0,10,60.0,513,117,52.0,7,382,16,28.0,10.0,106.0,2575.0,570.0,11.0,92.0,622,94,7.0,43,1034,27,10
265,155,251,698,47,38,30.0,7,72,59,112,16,1374,15,11,162.0,9,49.0,548,108,88.0,5,243,28,12.0,23.0,58.0,1128.0,528.0,19.0,85.0,800,89,3.0,29,872,17,10
266,159,231,742,26,9,40.0,6,31,48,97,18,1296,22,10,192.0,7,34.0,637,106,73.0,7,176,26,27.0,19.0,59.0,711.0,608.0,19.0,90.0,822,103,7.0,25,918,32,18
267,165,261,581,19,12,34.0,5,38,66,100,17,1267,15,11,199.0,11,64.0,643,135,52.0,3,68,24,22.0,14.0,54.0,672.0,620.0,8.0,64.0,904,122,24.0,24,1012,15,16
268,189,245,470,23,7,36.0,12,23,51,104,14,1418,12,14,196.0,9,49.0,688,102,51.0,6,101,26,14.0,13.0,45.0,664.0,835.0,22.0,62.0,635,104,16.0,33,913,15,9
269,183,206,498,22,14,19.0,7,32,56,97,18,2260,10,9,212.0,6,65.0,684,87,47.0,10,107,20,110.0,10.0,47.0,1666.0,794.0,10.0,61.0,545,105,19.0,43,892,25,10
270,175,257,478,30,12,26.0,11,20,68,65,17,2065,13,18,190.0,5,78.0,660,108,34.0,2,87,16,90.0,15.0,36.0,10111.0,597.0,12.0,135.0,574,113,17.0,42,964,25,9
271,119,239,422,30,11,21.0,8,30,48,72,15,1776,11,14,222.0,3,58.0,666,97,65.0,2,67,22,51.0,14.0,58.0,7453.0,673.0,14.0,149.0,603,87,21.0,20,890,14,7
272,181,284,396,20,5,21.0,8,41,47,105,12,1643,13,16,160.0,8,61.0,573,94,58.0,3,68,23,21.0,14.0,64.0,4747.0,454.0,19.0,159.0,629,85,11.0,29,814,19,11
273,195,233,364,23,10,19.0,16,72,45,78,16,1568,12,18,161.0,9,55.0,766,86,68.0,3,72,16,26.0,16.0,55.0,3115.0,515.0,11.0,162.0,622,131,8.0,41,829,19,8
274,328,221,367,27,13,28.0,9,49,78,85,15,1645,11,11,180.0,4,65.0,829,121,45.0,7,78,24,18.0,18.0,61.0,2585.0,525.0,17.0,93.0,536,185,10.0,91,921,23,19
275,229,141,379,21,15,30.0,10,26,59,111,14,2852,18,9,248.0,3,44.0,746,81,40.0,9,77,21,10.0,17.0,65.0,1870.0,509.0,7.0,81.0,534,116,10.0,62,1132,26,10
276,194,173,443,22,12,21.0,79,28,61,81,11,2445,12,6,267.0,9,58.0,744,66,46.0,8,51,30,16.0,21.0,71.0,1597.0,511.0,9.0,137.0,496,105,6.0,28,875,20,14
277,157,247,336,29,12,28.0,58,26,79,65,21,1627,13,9,302.0,8,75.0,861,75,44.0,9,53,20,19.0,24.0,52.0,1210.0,617.0,5.0,133.0,435,110,4.0,29,861,42,2
278,169,344,396,28,3,26.0,37,20,63,84,13,1417,13,18,170.0,7,63.0,757,101,22.0,9,59,21,15.0,14.0,70.0,1096.0,441.0,19.0,105.0,433,106,10.0,32,731,28,9
279,151,369,402,31,12,28.0,27,24,44,130,15,1457,15,10,133.0,8,38.0,566,89,31.0,4,57,24,14.0,21.0,58.0,1031.0,705.0,25.0,100.0,505,80,7.0,37,2896,15,14
280,171,293,362,21,9,17.0,29,18,45,99,14,1631,15,15,430.0,6,53.0,1242,91,33.0,5,72,21,17.0,19.0,71.0,800.0,887.0,17.0,107.0,497,86,8.0,25,1178,34,24
281,180,331,659,13,15,18.0,29,17,57,81,16,1573,12,12,1067.0,9,42.0,5120,92,24.0,4,59,17,11.0,25.0,75.0,776.0,651.0,11.0,69.0,489,123,6.0,34,1071,19,6
282,168,189,464,12,10,26.0,19,34,55,84,15,1491,18,18,941.0,5,38.0,3121,97,32.0,4,57,21,13.0,11.0,56.0,676.0,675.0,13.0,80.0,437,110,13.0,16,954,17,7
283,196,206,381,26,6,27.0,38,19,59,74,11,1340,11,9,577.0,5,44.0,861,85,42.0,8,108,27,12.0,20.0,68.0,693.0,573.0,8.0,109.0,409,123,2.0,27,804,15,11
284,159,300,473,25,7,32.0,26,38,60,70,20,1285,11,9,376.0,11,63.0,755,90,38.0,9,90,17,10.0,21.0,59.0,651.0,434.0,7.0,103.0,499,115,9.0,18,806,29,10
285,137,294,396,24,6,26.0,14,18,60,90,18,1455,14,5,243.0,8,55.0,693,115,30.0,7,95,19,168.0,28.0,64.0,684.0,375.0,10.0,102.0,428,91,7.0,53,724,25,9
286,134,216,353,35,7,27.0,16,23,125,106,18,1778,12,8,175.0,3,61.0,607,118,48.0,11,84,14,104.0,19.0,57.0,638.0,460.0,10.0,76.0,437,106,6.0,19,673,27,6
287,198,245,338,29,7,26.0,14,19,78,93,12,1456,13,5,192.0,8,57.0,641,115,30.0,6,67,19,37.0,20.0,66.0,548.0,555.0,6.0,74.0,494,129,10.0,24,824,21,12
288,145,229,418,38,11,25.0,39,12,81,92,10,1419,13,6,237.0,9,52.0,713,97,39.0,5,57,16,29.0,16.0,61.0,554.0,596.0,8.0,62.0,491,159,7.0,28,764,21,10
289,166,163,304,35,17,22.0,27,10,71,84,15,1392,12,11,253.0,6,47.0,666,116,28.0,9,45,19,18.0,18.0,73.0,487.0,553.0,9.0,200.0,398,149,4.0,19,763,21,17
290,178,198,377,23,9,28.0,32,16,75,59,10,1418,13,7,252.0,4,66.0,750,97,16.0,5,60,20,41.0,15.0,71.0,434.0,535.0,15.0,181.0,449,159,2.0,23,801,15,18
291,160,255,442,27,14,26.0,37,19,75,106,9,1413,11,9,209.0,6,72.0,1635,121,27.0,11,75,21,16.0,15.0,63.0,501.0,588.0,14.0,127.0,446,116,7.0,25,814,15,11
292,156,223,386,27,9,18.0,21,15,56,87,11,1087,11,7,140.0,3,48.0,986,110,33.0,6,72,16,20.0,28.0,64.0,502.0,601.0,9.0,170.0,423,87,6.0,25,822,18,13
293,171,248,330,21,17,26.0,40,14,43,142,10,1303,13,17,117.0,6,45.0,765,98,32.0,6,57,20,16.0,15.0,60.0,447.0,485.0,15.0,117.0,438,91,12.0,23,808,13,7
294,159,215,337,20,13,28.0,21,14,61,111,10,1623,12,5,140.0,8,53.0,1514,119,27.0,4,56,14,16.0,11.0,63.0,545.0,498.0,17.0,158.0,440,134,5.0,8,902,14,7
295,166,194,329,38,10,36.0,12,17,77,124,23,1567,16,7,203.0,6,55.0,2100,92,33.0,10,41,15,12.0,11.0,67.0,527.0,567.0,17.0,111.0,487,169,10.0,13,759,35,7
296,181,227,386,19,9,27.0,20,24,54,132,16,1483,12,10,183.0,0,53.0,1424,101,23.0,8,52,14,18.0,13.0,115.0,420.0,455.0,7.0,74.0,509,167,5.0,21,751,16,7
297,226,200,365,26,2,33.0,36,20,70,121,17,4778,13,10,190.0,4,51.0,1113,82,27.0,9,68,20,16.0,9.0,91.0,498.0,475.0,14.0,114.0,671,144,16.0,26,689,20,32
298,219,240,398,84,13,27.0,12,25,60,88,15,2260,13,10,163.0,4,61.0,924,102,24.0,5,51,19,19.0,14.0,107.0,1102.0,509.0,10.0,124.0,705,127,4.0,26,811,15,15
299,147,262,367,31,5,34.0,15,18,56,78,13,1449,13,8,364.0,7,81.0,860,101,45.0,6,76,19,22.0,12.0,100.0,917.0,411.0,14.0,128.0,710,99,4.0,25,798,65,9
